Married,Female,White,Age,Edu,Poverty
N,N,N,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,0
N,N,N,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,N,2,Y,1
N,N,N,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,N,2,N,1
Y,N,Y,2,N,0
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,N,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,N,2,Y,1
Y,N,N,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,N,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,N,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,N,2,N,1
Y,N,Y,2,N,0
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,N,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,Y,0
Y,N,Y,2,N,1
Y,N,N,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,N,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
Y,N,N,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,N,2,N,1
N,N,N,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,0
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,N,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
Y,N,Y,2,N,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,N,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,N,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,N,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,N,2,Y,1
N,N,N,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,N,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,N,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,N,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,Y,2,N,0
N,N,Y,2,N,1
N,N,Y,2,N,0
Y,N,Y,2,Y,0
Y,N,N,2,Y,0
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,N,2,Y,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,N,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,N,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,0
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,N,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,0
Y,N,Y,2,N,1
Y,N,Y,2,N,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,0
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,N,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,N,2,Y,1
Y,N,Y,2,N,0
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,0
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
Y,N,N,2,N,0
N,N,Y,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,0
Y,N,Y,2,N,1
Y,N,N,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,N,2,Y,0
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,N,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,N,2,Y,1
Y,N,Y,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,0
N,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,N,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,N,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,Y,1
N,N,Y,2,N,1
N,N,Y,2,N,1
N,N,Y,2,N,1
Y,N,Y,2,N,1
N,N,N,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
Y,N,N,2,N,1
Y,N,Y,2,Y,0
Y,N,Y,2,Y,1
Y,N,Y,2,N,1
N,N,N,2,N,1
N,N,N,2,N,1
Y,N,Y,2,Y,0
N,N,Y,2,Y,1
Y,N,Y,2,Y,1
N,N,N,2,Y,1
N,N,Y,2,N,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,Y,0
Y,Y,Y,2,Y,0
Y,Y,Y,2,N,0
Y,Y,Y,2,Y,0
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,N,0
Y,Y,Y,2,N,0
Y,Y,Y,2,Y,0
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,0
N,Y,Y,2,Y,1
Y,Y,N,2,N,1
Y,Y,Y,2,N,0
Y,Y,Y,2,N,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,N,2,N,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,1
Y,Y,N,2,N,1
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,0
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,N,2,N,1
Y,Y,Y,2,Y,0
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,1
Y,Y,Y,2,N,0
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,Y,0
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,0
N,Y,Y,2,Y,1
Y,Y,Y,2,N,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,N,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,0
Y,Y,Y,2,Y,0
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
Y,Y,N,2,Y,0
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
Y,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,N,2,N,1
Y,Y,N,2,Y,0
Y,Y,N,2,Y,1
N,Y,Y,2,Y,0
N,Y,N,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,N,1
Y,Y,Y,2,N,0
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,N,2,Y,1
Y,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
Y,Y,Y,2,Y,0
Y,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,0
Y,Y,Y,2,N,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,0
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,Y,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,N,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,N,1
N,Y,N,2,N,1
N,Y,Y,2,N,1
N,Y,N,2,Y,1
N,Y,Y,2,N,1
N,Y,Y,2,Y,1
Y,Y,Y,2,Y,1
N,Y,Y,2,Y,1
Y,Y,Y,2,N,1
N,Y,Y,2,N,1
Y,Y,Y,2,Y,0
N,Y,Y,2,Y,1
